id,burst_time,priority,arrival_time,turnaround_time,cpu_time_acquired,waiting_time
493,5,3,0,0,0,0
494,10,-13,0,0,0,0
495,5,16,0,0,0,0
496,18,-18,0,0,0,0
497,18,-11,0,0,0,0
498,20,-20,0,0,0,0
499,14,-15,0,0,0,0
500,5,13,0,0,0,0
501,16,13,0,0,0,0
502,16,12,0,0,0,0
503,20,15,0,0,0,0
504,16,6,0,0,0,0
505,18,12,0,0,0,0
506,14,19,0,0,0,0
507,14,-12,0,0,0,0
508,14,-3,0,0,0,0
509,15,8,0,0,0,0
510,5,2,0,0,0,0
511,12,13,0,0,0,0
512,6,7,0,0,0,0
513,15,-17,0,0,0,0
514,14,16,0,0,0,0
515,9,-4,0,0,0,0
516,6,1,0,0,0,0
517,9,2,0,0,0,0
518,20,10,0,0,0,0
519,8,-18,0,0,0,0
520,13,17,0,0,0,0
521,11,4,0,0,0,0
522,20,3,0,0,0,0
523,5,12,0,0,0,0
524,13,1,0,0,0,0
525,16,-12,0,0,0,0
526,7,-15,0,0,0,0
527,10,12,0,0,0,0
528,9,-9,0,0,0,0
529,6,0,0,0,0,0
530,20,6,0,0,0,0
531,19,14,0,0,0,0
532,9,-1,0,0,0,0
533,18,18,0,0,0,0
534,10,18,0,0,0,0
535,19,9,0,0,0,0
536,11,-2,0,0,0,0
537,7,2,0,0,0,0
538,8,-11,0,0,0,0
539,20,18,0,0,0,0
540,5,6,0,0,0,0
541,13,10,0,0,0,0
542,10,2,0,0,0,0
543,16,7,0,0,0,0
544,7,2,0,0,0,0
545,5,16,0,0,0,0
546,18,19,0,0,0,0
547,18,17,0,0,0,0
548,6,2,0,0,0,0
549,12,-14,0,0,0,0
550,14,-12,0,0,0,0
551,14,16,0,0,0,0
552,19,-5,0,0,0,0
553,10,-8,0,0,0,0
554,9,13,0,0,0,0
555,13,-2,0,0,0,0
556,9,11,0,0,0,0
557,12,10,0,0,0,0
558,11,-16,0,0,0,0
559,16,-10,0,0,0,0
560,14,-6,0,0,0,0
561,5,18,0,0,0,0
562,16,2,0,0,0,0
563,12,-10,0,0,0,0
564,7,17,0,0,0,0
565,18,-4,0,0,0,0
566,14,-1,0,0,0,0
567,18,-13,0,0,0,0
568,17,0,0,0,0,0
569,16,-8,0,0,0,0
570,16,4,0,0,0,0
571,5,-11,0,0,0,0
572,18,-10,0,0,0,0
573,8,-14,0,0,0,0
574,18,-7,0,0,0,0
575,7,-8,0,0,0,0
576,17,-3,0,0,0,0
577,5,-19,0,0,0,0
578,10,1,0,0,0,0
579,8,8,0,0,0,0
580,18,-19,0,0,0,0
581,19,-13,0,0,0,0
582,20,-10,0,0,0,0
583,13,-11,0,0,0,0
584,6,12,0,0,0,0
585,6,-17,0,0,0,0
586,14,6,0,0,0,0
587,7,17,0,0,0,0
588,8,18,0,0,0,0
589,17,-2,0,0,0,0
590,18,-1,0,0,0,0
591,8,11,0,0,0,0
592,20,14,0,0,0,0
593,18,-18,0,0,0,0
594,11,-7,0,0,0,0
595,17,-13,0,0,0,0
596,6,-4,0,0,0,0
597,19,-1,0,0,0,0
598,18,1,0,0,0,0
599,18,-20,0,0,0,0
600,17,5,0,0,0,0
601,15,8,0,0,0,0
602,15,-14,0,0,0,0
603,5,5,0,0,0,0
604,6,-14,0,0,0,0
605,13,2,0,0,0,0
606,13,19,0,0,0,0
607,11,-20,0,0,0,0
608,18,15,0,0,0,0
609,20,12,0,0,0,0
610,7,-19,0,0,0,0
611,15,18,0,0,0,0
612,12,11,0,0,0,0
613,7,-12,0,0,0,0
614,17,-10,0,0,0,0
615,5,18,0,0,0,0
616,18,-15,0,0,0,0
617,17,13,0,0,0,0
618,5,15,0,0,0,0
619,16,17,0,0,0,0
620,10,12,0,0,0,0
621,9,-12,0,0,0,0
622,7,-19,0,0,0,0
623,19,16,0,0,0,0
624,6,-15,0,0,0,0
625,19,-15,0,0,0,0
626,17,-2,0,0,0,0
627,6,-15,0,0,0,0
628,12,13,0,0,0,0
629,13,-5,0,0,0,0
630,15,-9,0,0,0,0
631,19,0,0,0,0,0
632,5,10,0,0,0,0
633,15,0,0,0,0,0
634,19,8,0,0,0,0
635,6,-16,0,0,0,0
636,14,13,0,0,0,0
637,20,-8,0,0,0,0
638,6,6,0,0,0,0
639,15,5,0,0,0,0
640,14,11,0,0,0,0
641,19,2,0,0,0,0
642,5,-16,0,0,0,0
643,14,17,0,0,0,0
644,15,3,0,0,0,0
645,7,18,0,0,0,0
646,19,3,0,0,0,0
647,5,15,0,0,0,0
648,8,15,0,0,0,0
649,6,-17,0,0,0,0
650,9,-7,0,0,0,0
651,16,-18,0,0,0,0
652,17,-17,0,0,0,0
653,15,18,0,0,0,0
654,11,16,0,0,0,0
655,5,-7,0,0,0,0
656,10,-4,0,0,0,0
657,5,5,0,0,0,0
658,5,-13,0,0,0,0
659,7,1,0,0,0,0
660,7,-2,0,0,0,0
661,18,8,0,0,0,0
662,16,-1,0,0,0,0
663,9,17,0,0,0,0
664,17,3,0,0,0,0
665,17,11,0,0,0,0
666,6,2,0,0,0,0
667,5,6,0,0,0,0
668,20,-16,0,0,0,0
669,13,-16,0,0,0,0
670,16,5,0,0,0,0
671,19,0,0,0,0,0
672,17,-8,0,0,0,0
673,16,4,0,0,0,0
674,5,-3,0,0,0,0
675,16,8,0,0,0,0
676,12,13,0,0,0,0
677,17,-9,0,0,0,0
678,19,14,0,0,0,0
679,12,-6,0,0,0,0
680,12,-2,0,0,0,0
681,10,13,0,0,0,0
682,9,14,0,0,0,0
683,16,7,0,0,0,0
684,18,-8,0,0,0,0
685,16,-7,0,0,0,0
686,18,-7,0,0,0,0
687,10,17,0,0,0,0
688,11,-1,0,0,0,0
689,20,-3,0,0,0,0
690,14,0,0,0,0,0
691,7,19,0,0,0,0
692,15,18,0,0,0,0
693,5,-6,0,0,0,0
694,8,3,0,0,0,0
695,12,-8,0,0,0,0
696,6,7,0,0,0,0
697,7,-10,0,0,0,0
698,6,12,0,0,0,0
699,15,-5,0,0,0,0
700,14,-4,0,0,0,0
701,14,12,0,0,0,0
702,7,-15,0,0,0,0
703,5,-4,0,0,0,0
704,14,10,0,0,0,0
705,17,2,0,0,0,0
706,18,12,0,0,0,0
707,16,-4,0,0,0,0
708,13,-11,0,0,0,0
709,8,-17,0,0,0,0
710,19,11,0,0,0,0
711,7,-7,0,0,0,0
712,5,6,0,0,0,0
713,6,-13,0,0,0,0
714,8,-5,0,0,0,0
715,12,4,0,0,0,0
716,14,-14,0,0,0,0
717,14,2,0,0,0,0
718,9,-7,0,0,0,0
719,7,-3,0,0,0,0
720,15,-9,0,0,0,0
721,8,6,0,0,0,0
722,17,-8,0,0,0,0
723,8,7,0,0,0,0
724,16,-12,0,0,0,0
725,18,13,0,0,0,0
726,20,9,0,0,0,0
727,15,14,0,0,0,0
728,12,10,0,0,0,0
729,19,14,0,0,0,0
730,15,-11,0,0,0,0
731,11,4,0,0,0,0
732,20,11,0,0,0,0
733,9,3,0,0,0,0
734,10,11,0,0,0,0
735,18,0,0,0,0,0
736,20,3,0,0,0,0
737,8,17,0,0,0,0
738,19,19,0,0,0,0
739,9,14,0,0,0,0
740,14,2,0,0,0,0
741,18,-10,0,0,0,0
742,10,8,0,0,0,0
743,8,18,0,0,0,0
744,16,-15,0,0,0,0
745,6,15,0,0,0,0
746,10,6,0,0,0,0
747,7,-4,0,0,0,0
748,6,-12,0,0,0,0
749,20,7,0,0,0,0
750,11,12,0,0,0,0
751,6,-9,0,0,0,0
752,6,-6,0,0,0,0
753,14,-16,0,0,0,0
754,11,-8,0,0,0,0
755,17,-12,0,0,0,0
756,9,-8,0,0,0,0
757,7,10,0,0,0,0
758,15,18,0,0,0,0
759,10,-20,0,0,0,0
760,12,-18,0,0,0,0
761,9,10,0,0,0,0
762,9,19,0,0,0,0
763,7,3,0,0,0,0
764,6,9,0,0,0,0
765,7,3,0,0,0,0
766,8,-19,0,0,0,0
767,18,6,0,0,0,0
768,20,10,0,0,0,0
769,18,-4,0,0,0,0
770,11,18,0,0,0,0
771,10,-2,0,0,0,0
772,15,16,0,0,0,0
773,6,11,0,0,0,0
774,16,16,0,0,0,0
775,14,-7,0,0,0,0
776,19,-16,0,0,0,0
777,19,0,0,0,0,0
778,15,3,0,0,0,0
779,12,-15,0,0,0,0
780,16,-14,0,0,0,0
781,8,-20,0,0,0,0
782,17,-11,0,0,0,0
783,8,16,0,0,0,0
784,10,5,0,0,0,0
785,11,19,0,0,0,0
786,5,-8,0,0,0,0
787,15,-1,0,0,0,0
788,7,-11,0,0,0,0
789,16,14,0,0,0,0
790,13,-8,0,0,0,0
791,5,0,0,0,0,0
792,5,10,0,0,0,0
793,7,5,0,0,0,0
794,19,-5,0,0,0,0
795,5,13,0,0,0,0
796,12,6,0,0,0,0
797,16,6,0,0,0,0
798,7,8,0,0,0,0
799,7,-3,0,0,0,0
800,19,-9,0,0,0,0
801,15,-2,0,0,0,0
802,11,17,0,0,0,0
803,6,17,0,0,0,0
804,5,17,0,0,0,0
805,10,3,0,0,0,0
806,5,-18,0,0,0,0
807,8,10,0,0,0,0
808,7,-7,0,0,0,0
809,13,3,0,0,0,0
810,5,19,0,0,0,0
811,6,-11,0,0,0,0
812,10,14,0,0,0,0
813,9,5,0,0,0,0
814,16,13,0,0,0,0
815,20,12,0,0,0,0
816,15,-14,0,0,0,0
817,12,-18,0,0,0,0
818,10,3,0,0,0,0
819,15,-20,0,0,0,0
820,15,-5,0,0,0,0
821,13,0,0,0,0,0
822,17,14,0,0,0,0
823,8,-20,0,0,0,0
824,14,16,0,0,0,0
825,13,1,0,0,0,0
826,13,-5,0,0,0,0
827,11,-12,0,0,0,0
828,18,6,0,0,0,0
829,5,-12,0,0,0,0
830,20,10,0,0,0,0
831,13,-11,0,0,0,0
832,14,10,0,0,0,0
833,19,6,0,0,0,0
834,17,15,0,0,0,0
835,16,16,0,0,0,0
836,9,3,0,0,0,0
837,11,-9,0,0,0,0
838,7,19,0,0,0,0
839,5,9,0,0,0,0
840,6,15,0,0,0,0
841,18,-7,0,0,0,0
842,5,-10,0,0,0,0
843,17,-11,0,0,0,0
844,18,16,0,0,0,0
845,17,5,0,0,0,0
846,7,13,0,0,0,0
847,18,-10,0,0,0,0
848,13,17,0,0,0,0
849,16,6,0,0,0,0
850,12,-12,0,0,0,0
851,13,11,0,0,0,0
852,8,10,0,0,0,0
853,18,18,0,0,0,0
854,6,-13,0,0,0,0
855,16,5,0,0,0,0
856,9,15,0,0,0,0
857,17,3,0,0,0,0
858,7,2,0,0,0,0
859,9,-13,0,0,0,0
860,15,17,0,0,0,0
861,18,13,0,0,0,0
862,15,-1,0,0,0,0
863,19,18,0,0,0,0
864,19,-7,0,0,0,0
865,20,-19,0,0,0,0
866,20,7,0,0,0,0
867,20,8,0,0,0,0
868,18,-18,0,0,0,0
869,8,-2,0,0,0,0
870,12,18,0,0,0,0
871,6,11,0,0,0,0
872,6,-12,0,0,0,0
873,18,-16,0,0,0,0
874,8,6,0,0,0,0
875,5,-13,0,0,0,0
876,8,-18,0,0,0,0
877,14,0,0,0,0,0
878,5,14,0,0,0,0
879,18,19,0,0,0,0
880,17,17,0,0,0,0
881,9,8,0,0,0,0
882,17,-6,0,0,0,0
883,8,-2,0,0,0,0
884,5,-16,0,0,0,0
885,18,15,0,0,0,0
886,12,12,0,0,0,0
887,16,-20,0,0,0,0
888,17,-17,0,0,0,0
889,19,10,0,0,0,0
890,17,8,0,0,0,0
891,11,9,0,0,0,0
892,16,8,0,0,0,0
893,19,15,0,0,0,0
894,10,-1,0,0,0,0
895,10,-5,0,0,0,0
896,5,15,0,0,0,0
897,8,0,0,0,0,0
898,6,-15,0,0,0,0
899,7,1,0,0,0,0
900,16,-2,0,0,0,0
901,16,-4,0,0,0,0
902,15,13,0,0,0,0
903,7,-2,0,0,0,0
904,19,-20,0,0,0,0
905,15,-12,0,0,0,0
906,12,-13,0,0,0,0
907,16,4,0,0,0,0
908,5,-16,0,0,0,0
909,16,-16,0,0,0,0
910,8,-10,0,0,0,0
911,12,1,0,0,0,0
912,10,-7,0,0,0,0
913,8,3,0,0,0,0
914,17,1,0,0,0,0
915,15,-4,0,0,0,0
916,16,-2,0,0,0,0
917,14,-2,0,0,0,0
918,20,-18,0,0,0,0
919,9,-19,0,0,0,0
920,14,14,0,0,0,0
921,19,8,0,0,0,0
922,5,7,0,0,0,0
923,13,-10,0,0,0,0
924,14,-10,0,0,0,0
925,20,10,0,0,0,0
926,14,-6,0,0,0,0
927,8,-2,0,0,0,0
928,19,11,0,0,0,0
929,20,18,0,0,0,0
930,10,19,0,0,0,0
931,5,-13,0,0,0,0
932,5,16,0,0,0,0
933,16,-7,0,0,0,0
934,5,16,0,0,0,0
935,10,0,0,0,0,0
936,12,-12,0,0,0,0
937,10,-4,0,0,0,0
938,15,13,0,0,0,0
939,12,14,0,0,0,0
940,9,0,0,0,0,0
941,8,19,0,0,0,0
942,20,-8,0,0,0,0
943,11,-16,0,0,0,0
944,18,-2,0,0,0,0
945,8,5,0,0,0,0
946,16,-8,0,0,0,0
947,8,15,0,0,0,0
948,18,0,0,0,0,0
949,10,-6,0,0,0,0
950,6,1,0,0,0,0
951,6,-17,0,0,0,0
952,18,-20,0,0,0,0
953,19,0,0,0,0,0
954,14,-15,0,0,0,0
955,10,-11,0,0,0,0
956,13,8,0,0,0,0
957,16,-18,0,0,0,0
958,11,-1,0,0,0,0
959,12,9,0,0,0,0
960,20,13,0,0,0,0
961,11,-16,0,0,0,0
962,12,1,0,0,0,0
